performance_id,piece_id,source,split,midi_perfm,annot_file,feature_file,performance_MIDI_external
S_691,175,ASAP,train,../../asap-dataset/Chopin/Ballades/4/MiyashitaM04M.mid,../../asap-dataset/Chopin/Ballades/4/MiyashitaM04M_annotations.txt,PM2S_workspace\S_691.pkl,{ASAP}/Chopin/Ballades/4/MiyashitaM04M.mid
S_692,175,ASAP,train,../../asap-dataset/Chopin/Ballades/4/Mizumoto02M.mid,../../asap-dataset/Chopin/Ballades/4/Mizumoto02M_annotations.txt,PM2S_workspace\S_692.pkl,{ASAP}/Chopin/Ballades/4/Mizumoto02M.mid
S_693,175,ASAP,train,../../asap-dataset/Chopin/Ballades/4/Nikiforov13M.mid,../../asap-dataset/Chopin/Ballades/4/Nikiforov13M_annotations.txt,PM2S_workspace\S_693.pkl,{ASAP}/Chopin/Ballades/4/Nikiforov13M.mid
S_694,175,ASAP,train,../../asap-dataset/Chopin/Ballades/4/SOLOM05.mid,../../asap-dataset/Chopin/Ballades/4/SOLOM05_annotations.txt,PM2S_workspace\S_694.pkl,{ASAP}/Chopin/Ballades/4/SOLOM05.mid
S_695,175,ASAP,train,../../asap-dataset/Chopin/Ballades/4/Yang03.mid,../../asap-dataset/Chopin/Ballades/4/Yang03_annotations.txt,PM2S_workspace\S_695.pkl,{ASAP}/Chopin/Ballades/4/Yang03.mid
S_696,175,ASAP,train,../../asap-dataset/Chopin/Ballades/4/ZhangX02.mid,../../asap-dataset/Chopin/Ballades/4/ZhangX02_annotations.txt,PM2S_workspace\S_696.pkl,{ASAP}/Chopin/Ballades/4/ZhangX02.mid
S_697,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/Kociuban13.mid,../../asap-dataset/Chopin/Barcarolle/Kociuban13_annotations.txt,PM2S_workspace\S_697.pkl,{ASAP}/Chopin/Barcarolle/Kociuban13.mid
S_698,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/LeeSH05M.mid,../../asap-dataset/Chopin/Barcarolle/LeeSH05M_annotations.txt,PM2S_workspace\S_698.pkl,{ASAP}/Chopin/Barcarolle/LeeSH05M.mid
S_699,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/Na03.mid,../../asap-dataset/Chopin/Barcarolle/Na03_annotations.txt,PM2S_workspace\S_699.pkl,{ASAP}/Chopin/Barcarolle/Na03.mid
S_700,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/Na09M.mid,../../asap-dataset/Chopin/Barcarolle/Na09M_annotations.txt,PM2S_workspace\S_700.pkl,{ASAP}/Chopin/Barcarolle/Na09M.mid
S_701,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/Ozel10M.mid,../../asap-dataset/Chopin/Barcarolle/Ozel10M_annotations.txt,PM2S_workspace\S_701.pkl,{ASAP}/Chopin/Barcarolle/Ozel10M.mid
S_702,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/Park10M.mid,../../asap-dataset/Chopin/Barcarolle/Park10M_annotations.txt,PM2S_workspace\S_702.pkl,{ASAP}/Chopin/Barcarolle/Park10M.mid
S_703,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/Rozanski07M.mid,../../asap-dataset/Chopin/Barcarolle/Rozanski07M_annotations.txt,PM2S_workspace\S_703.pkl,{ASAP}/Chopin/Barcarolle/Rozanski07M.mid
S_704,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/Verbaite03.mid,../../asap-dataset/Chopin/Barcarolle/Verbaite03_annotations.txt,PM2S_workspace\S_704.pkl,{ASAP}/Chopin/Barcarolle/Verbaite03.mid
S_705,176,ASAP,train,../../asap-dataset/Chopin/Barcarolle/Wilshire04.mid,../../asap-dataset/Chopin/Barcarolle/Wilshire04_annotations.txt,PM2S_workspace\S_705.pkl,{ASAP}/Chopin/Barcarolle/Wilshire04.mid
S_706,177,ASAP,train,../../asap-dataset/Chopin/Berceuse_op_57/LeungM07M.mid,../../asap-dataset/Chopin/Berceuse_op_57/LeungM07M_annotations.txt,PM2S_workspace\S_706.pkl,{ASAP}/Chopin/Berceuse_op_57/LeungM07M.mid
S_707,177,ASAP,train,../../asap-dataset/Chopin/Berceuse_op_57/MiyashitaM06M.mid,../../asap-dataset/Chopin/Berceuse_op_57/MiyashitaM06M_annotations.txt,PM2S_workspace\S_707.pkl,{ASAP}/Chopin/Berceuse_op_57/MiyashitaM06M.mid
S_708,177,ASAP,train,../../asap-dataset/Chopin/Berceuse_op_57/Tario07M.mid,../../asap-dataset/Chopin/Berceuse_op_57/Tario07M_annotations.txt,PM2S_workspace\S_708.pkl,{ASAP}/Chopin/Berceuse_op_57/Tario07M.mid
S_709,177,ASAP,train,../../asap-dataset/Chopin/Berceuse_op_57/Teo11M.mid,../../asap-dataset/Chopin/Berceuse_op_57/Teo11M_annotations.txt,PM2S_workspace\S_709.pkl,{ASAP}/Chopin/Berceuse_op_57/Teo11M.mid
S_710,177,ASAP,train,../../asap-dataset/Chopin/Berceuse_op_57/ZhangE09M.mid,../../asap-dataset/Chopin/Berceuse_op_57/ZhangE09M_annotations.txt,PM2S_workspace\S_710.pkl,{ASAP}/Chopin/Berceuse_op_57/ZhangE09M.mid
S_711,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Avdeeva02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Avdeeva02_annotations.txt,PM2S_workspace\S_711.pkl,{ASAP}/Chopin/Etudes_op_10/1/Avdeeva02.mid
S_712,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/ChenW03M.mid,../../asap-dataset/Chopin/Etudes_op_10/1/ChenW03M_annotations.txt,PM2S_workspace\S_712.pkl,{ASAP}/Chopin/Etudes_op_10/1/ChenW03M.mid
S_713,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/HSU02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/HSU02_annotations.txt,PM2S_workspace\S_713.pkl,{ASAP}/Chopin/Etudes_op_10/1/HSU02.mid
S_714,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/ISHIDA04.mid,../../asap-dataset/Chopin/Etudes_op_10/1/ISHIDA04_annotations.txt,PM2S_workspace\S_714.pkl,{ASAP}/Chopin/Etudes_op_10/1/ISHIDA04.mid
S_715,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Jussow03.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Jussow03_annotations.txt,PM2S_workspace\S_715.pkl,{ASAP}/Chopin/Etudes_op_10/1/Jussow03.mid
S_716,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/KaiRuiR03M.mid,../../asap-dataset/Chopin/Etudes_op_10/1/KaiRuiR03M_annotations.txt,PM2S_workspace\S_716.pkl,{ASAP}/Chopin/Etudes_op_10/1/KaiRuiR03M.mid
S_717,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/LeeHanchien02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/LeeHanchien02_annotations.txt,PM2S_workspace\S_717.pkl,{ASAP}/Chopin/Etudes_op_10/1/LeeHanchien02.mid
S_718,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/LiYZ02M.mid,../../asap-dataset/Chopin/Etudes_op_10/1/LiYZ02M_annotations.txt,PM2S_workspace\S_718.pkl,{ASAP}/Chopin/Etudes_op_10/1/LiYZ02M.mid
S_719,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/LuM02M.mid,../../asap-dataset/Chopin/Etudes_op_10/1/LuM02M_annotations.txt,PM2S_workspace\S_719.pkl,{ASAP}/Chopin/Etudes_op_10/1/LuM02M.mid
S_720,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Mikhailoff05.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Mikhailoff05_annotations.txt,PM2S_workspace\S_720.pkl,{ASAP}/Chopin/Etudes_op_10/1/Mikhailoff05.mid
S_721,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/MorozovS02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/MorozovS02_annotations.txt,PM2S_workspace\S_721.pkl,{ASAP}/Chopin/Etudes_op_10/1/MorozovS02.mid
S_722,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/MunA07M.mid,../../asap-dataset/Chopin/Etudes_op_10/1/MunA07M_annotations.txt,PM2S_workspace\S_722.pkl,{ASAP}/Chopin/Etudes_op_10/1/MunA07M.mid
S_723,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/NAKAJI02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/NAKAJI02_annotations.txt,PM2S_workspace\S_723.pkl,{ASAP}/Chopin/Etudes_op_10/1/NAKAJI02.mid
S_724,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Park02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Park02_annotations.txt,PM2S_workspace\S_724.pkl,{ASAP}/Chopin/Etudes_op_10/1/Park02.mid
S_725,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Savitski03.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Savitski03_annotations.txt,PM2S_workspace\S_725.pkl,{ASAP}/Chopin/Etudes_op_10/1/Savitski03.mid
S_726,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Shelest02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Shelest02_annotations.txt,PM2S_workspace\S_726.pkl,{ASAP}/Chopin/Etudes_op_10/1/Shelest02.mid
S_727,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Stahievitch03.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Stahievitch03_annotations.txt,PM2S_workspace\S_727.pkl,{ASAP}/Chopin/Etudes_op_10/1/Stahievitch03.mid
S_728,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/SunY03M.mid,../../asap-dataset/Chopin/Etudes_op_10/1/SunY03M_annotations.txt,PM2S_workspace\S_728.pkl,{ASAP}/Chopin/Etudes_op_10/1/SunY03M.mid
S_729,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Terenkova02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Terenkova02_annotations.txt,PM2S_workspace\S_729.pkl,{ASAP}/Chopin/Etudes_op_10/1/Terenkova02.mid
S_730,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Tysman02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Tysman02_annotations.txt,PM2S_workspace\S_730.pkl,{ASAP}/Chopin/Etudes_op_10/1/Tysman02.mid
S_731,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Verbaite02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Verbaite02_annotations.txt,PM2S_workspace\S_731.pkl,{ASAP}/Chopin/Etudes_op_10/1/Verbaite02.mid
S_732,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/YeF03M.mid,../../asap-dataset/Chopin/Etudes_op_10/1/YeF03M_annotations.txt,PM2S_workspace\S_732.pkl,{ASAP}/Chopin/Etudes_op_10/1/YeF03M.mid
S_733,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/YuP02M.mid,../../asap-dataset/Chopin/Etudes_op_10/1/YuP02M_annotations.txt,PM2S_workspace\S_733.pkl,{ASAP}/Chopin/Etudes_op_10/1/YuP02M.mid
S_734,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Zhdanov02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Zhdanov02_annotations.txt,PM2S_workspace\S_734.pkl,{ASAP}/Chopin/Etudes_op_10/1/Zhdanov02.mid
S_735,178,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/1/Zukiewicz02.mid,../../asap-dataset/Chopin/Etudes_op_10/1/Zukiewicz02_annotations.txt,PM2S_workspace\S_735.pkl,{ASAP}/Chopin/Etudes_op_10/1/Zukiewicz02.mid
S_736,179,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/10/Na_2009_02.mid,../../asap-dataset/Chopin/Etudes_op_10/10/Na_2009_02_annotations.txt,PM2S_workspace\S_736.pkl,{ASAP}/Chopin/Etudes_op_10/10/Na_2009_02.mid
S_737,179,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/10/WangH02M.mid,../../asap-dataset/Chopin/Etudes_op_10/10/WangH02M_annotations.txt,PM2S_workspace\S_737.pkl,{ASAP}/Chopin/Etudes_op_10/10/WangH02M.mid
S_738,179,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/10/Wilshire02.mid,../../asap-dataset/Chopin/Etudes_op_10/10/Wilshire02_annotations.txt,PM2S_workspace\S_738.pkl,{ASAP}/Chopin/Etudes_op_10/10/Wilshire02.mid
S_739,179,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/10/Yanagitani02.mid,../../asap-dataset/Chopin/Etudes_op_10/10/Yanagitani02_annotations.txt,PM2S_workspace\S_739.pkl,{ASAP}/Chopin/Etudes_op_10/10/Yanagitani02.mid
S_740,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/Bult-ItoS04M.mid,../../asap-dataset/Chopin/Etudes_op_10/12/Bult-ItoS04M_annotations.txt,PM2S_workspace\S_740.pkl,{ASAP}/Chopin/Etudes_op_10/12/Bult-ItoS04M.mid
S_741,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/Floril02.mid,../../asap-dataset/Chopin/Etudes_op_10/12/Floril02_annotations.txt,PM2S_workspace\S_741.pkl,{ASAP}/Chopin/Etudes_op_10/12/Floril02.mid
S_742,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/Gintov02.mid,../../asap-dataset/Chopin/Etudes_op_10/12/Gintov02_annotations.txt,PM2S_workspace\S_742.pkl,{ASAP}/Chopin/Etudes_op_10/12/Gintov02.mid
S_743,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/Hirata02.mid,../../asap-dataset/Chopin/Etudes_op_10/12/Hirata02_annotations.txt,PM2S_workspace\S_743.pkl,{ASAP}/Chopin/Etudes_op_10/12/Hirata02.mid
S_744,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/HuNY03M.mid,../../asap-dataset/Chopin/Etudes_op_10/12/HuNY03M_annotations.txt,PM2S_workspace\S_744.pkl,{ASAP}/Chopin/Etudes_op_10/12/HuNY03M.mid
S_745,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/KimBenjamin04.mid,../../asap-dataset/Chopin/Etudes_op_10/12/KimBenjamin04_annotations.txt,PM2S_workspace\S_745.pkl,{ASAP}/Chopin/Etudes_op_10/12/KimBenjamin04.mid
S_746,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/LuoJ08M.mid,../../asap-dataset/Chopin/Etudes_op_10/12/LuoJ08M_annotations.txt,PM2S_workspace\S_746.pkl,{ASAP}/Chopin/Etudes_op_10/12/LuoJ08M.mid
S_747,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/Mordvinov04.mid,../../asap-dataset/Chopin/Etudes_op_10/12/Mordvinov04_annotations.txt,PM2S_workspace\S_747.pkl,{ASAP}/Chopin/Etudes_op_10/12/Mordvinov04.mid
S_748,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/Na_2006_02.mid,../../asap-dataset/Chopin/Etudes_op_10/12/Na_2006_02_annotations.txt,PM2S_workspace\S_748.pkl,{ASAP}/Chopin/Etudes_op_10/12/Na_2006_02.mid
S_749,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/Staupe02.mid,../../asap-dataset/Chopin/Etudes_op_10/12/Staupe02_annotations.txt,PM2S_workspace\S_749.pkl,{ASAP}/Chopin/Etudes_op_10/12/Staupe02.mid
S_750,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/WuuE06M.mid,../../asap-dataset/Chopin/Etudes_op_10/12/WuuE06M_annotations.txt,PM2S_workspace\S_750.pkl,{ASAP}/Chopin/Etudes_op_10/12/WuuE06M.mid
S_751,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/Yarden04.mid,../../asap-dataset/Chopin/Etudes_op_10/12/Yarden04_annotations.txt,PM2S_workspace\S_751.pkl,{ASAP}/Chopin/Etudes_op_10/12/Yarden04.mid
S_752,180,ASAP,valid,../../asap-dataset/Chopin/Etudes_op_10/12/ZhangYunling02M.mid,../../asap-dataset/Chopin/Etudes_op_10/12/ZhangYunling02M_annotations.txt,PM2S_workspace\S_752.pkl,{ASAP}/Chopin/Etudes_op_10/12/ZhangYunling02M.mid
S_753,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/Hebert03M.mid,../../asap-dataset/Chopin/Etudes_op_10/2/Hebert03M_annotations.txt,PM2S_workspace\S_753.pkl,{ASAP}/Chopin/Etudes_op_10/2/Hebert03M.mid
S_754,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/JeonH02M.mid,../../asap-dataset/Chopin/Etudes_op_10/2/JeonH02M_annotations.txt,PM2S_workspace\S_754.pkl,{ASAP}/Chopin/Etudes_op_10/2/JeonH02M.mid
S_755,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/JiaXin01.mid,../../asap-dataset/Chopin/Etudes_op_10/2/JiaXin01_annotations.txt,PM2S_workspace\S_755.pkl,{ASAP}/Chopin/Etudes_op_10/2/JiaXin01.mid
S_756,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/KaiRuiR06.mid,../../asap-dataset/Chopin/Etudes_op_10/2/KaiRuiR06_annotations.txt,PM2S_workspace\S_756.pkl,{ASAP}/Chopin/Etudes_op_10/2/KaiRuiR06.mid
S_757,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/Kavalerova02.mid,../../asap-dataset/Chopin/Etudes_op_10/2/Kavalerova02_annotations.txt,PM2S_workspace\S_757.pkl,{ASAP}/Chopin/Etudes_op_10/2/Kavalerova02.mid
S_758,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/MERJAN02.mid,../../asap-dataset/Chopin/Etudes_op_10/2/MERJAN02_annotations.txt,PM2S_workspace\S_758.pkl,{ASAP}/Chopin/Etudes_op_10/2/MERJAN02.mid
S_759,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/ParkJ02.mid,../../asap-dataset/Chopin/Etudes_op_10/2/ParkJ02_annotations.txt,PM2S_workspace\S_759.pkl,{ASAP}/Chopin/Etudes_op_10/2/ParkJ02.mid
S_760,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/Shi01.mid,../../asap-dataset/Chopin/Etudes_op_10/2/Shi01_annotations.txt,PM2S_workspace\S_760.pkl,{ASAP}/Chopin/Etudes_op_10/2/Shi01.mid
S_761,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/Shi02.mid,../../asap-dataset/Chopin/Etudes_op_10/2/Shi02_annotations.txt,PM2S_workspace\S_761.pkl,{ASAP}/Chopin/Etudes_op_10/2/Shi02.mid
S_762,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/TOIVIO02.mid,../../asap-dataset/Chopin/Etudes_op_10/2/TOIVIO02_annotations.txt,PM2S_workspace\S_762.pkl,{ASAP}/Chopin/Etudes_op_10/2/TOIVIO02.mid
S_763,181,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/2/YeSijing03.mid,../../asap-dataset/Chopin/Etudes_op_10/2/YeSijing03_annotations.txt,PM2S_workspace\S_763.pkl,{ASAP}/Chopin/Etudes_op_10/2/YeSijing03.mid
S_764,182,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/3/SunMeiting08.mid,../../asap-dataset/Chopin/Etudes_op_10/3/SunMeiting08_annotations.txt,PM2S_workspace\S_764.pkl,{ASAP}/Chopin/Etudes_op_10/3/SunMeiting08.mid
S_765,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/ADIG02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/ADIG02_annotations.txt,PM2S_workspace\S_765.pkl,{ASAP}/Chopin/Etudes_op_10/4/ADIG02.mid
S_766,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Arciglione04.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Arciglione04_annotations.txt,PM2S_workspace\S_766.pkl,{ASAP}/Chopin/Etudes_op_10/4/Arciglione04.mid
S_767,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/BLINOV03.mid,../../asap-dataset/Chopin/Etudes_op_10/4/BLINOV03_annotations.txt,PM2S_workspace\S_767.pkl,{ASAP}/Chopin/Etudes_op_10/4/BLINOV03.mid
S_768,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Day02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Day02_annotations.txt,PM2S_workspace\S_768.pkl,{ASAP}/Chopin/Etudes_op_10/4/Day02.mid
S_769,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Duepree02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Duepree02_annotations.txt,PM2S_workspace\S_769.pkl,{ASAP}/Chopin/Etudes_op_10/4/Duepree02.mid
S_770,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Duepree06M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Duepree06M_annotations.txt,PM2S_workspace\S_770.pkl,{ASAP}/Chopin/Etudes_op_10/4/Duepree06M.mid
S_771,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Dulu02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Dulu02_annotations.txt,PM2S_workspace\S_771.pkl,{ASAP}/Chopin/Etudes_op_10/4/Dulu02.mid
S_772,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/EVSTIO02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/EVSTIO02_annotations.txt,PM2S_workspace\S_772.pkl,{ASAP}/Chopin/Etudes_op_10/4/EVSTIO02.mid
S_773,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Fung02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Fung02_annotations.txt,PM2S_workspace\S_773.pkl,{ASAP}/Chopin/Etudes_op_10/4/Fung02.mid
S_774,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/GORDEL02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/GORDEL02_annotations.txt,PM2S_workspace\S_774.pkl,{ASAP}/Chopin/Etudes_op_10/4/GORDEL02.mid
S_775,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/JiaRan_2009_02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/JiaRan_2009_02_annotations.txt,PM2S_workspace\S_775.pkl,{ASAP}/Chopin/Etudes_op_10/4/JiaRan_2009_02.mid
S_776,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Katyukova02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Katyukova02_annotations.txt,PM2S_workspace\S_776.pkl,{ASAP}/Chopin/Etudes_op_10/4/Katyukova02.mid
S_777,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Knoll03M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Knoll03M_annotations.txt,PM2S_workspace\S_777.pkl,{ASAP}/Chopin/Etudes_op_10/4/Knoll03M.mid
S_778,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Kurz03M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Kurz03M_annotations.txt,PM2S_workspace\S_778.pkl,{ASAP}/Chopin/Etudes_op_10/4/Kurz03M.mid
S_779,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/LeeSH03M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/LeeSH03M_annotations.txt,PM2S_workspace\S_779.pkl,{ASAP}/Chopin/Etudes_op_10/4/LeeSH03M.mid
S_780,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/MATSUM02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/MATSUM02_annotations.txt,PM2S_workspace\S_780.pkl,{ASAP}/Chopin/Etudes_op_10/4/MATSUM02.mid
S_781,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Richardson_2013_03M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Richardson_2013_03M_annotations.txt,PM2S_workspace\S_781.pkl,{ASAP}/Chopin/Etudes_op_10/4/Richardson_2013_03M.mid
S_782,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Sladek03M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Sladek03M_annotations.txt,PM2S_workspace\S_782.pkl,{ASAP}/Chopin/Etudes_op_10/4/Sladek03M.mid
S_783,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Yi03M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Yi03M_annotations.txt,PM2S_workspace\S_783.pkl,{ASAP}/Chopin/Etudes_op_10/4/Yi03M.mid
S_784,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/ZhangE03M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/ZhangE03M_annotations.txt,PM2S_workspace\S_784.pkl,{ASAP}/Chopin/Etudes_op_10/4/ZhangE03M.mid
S_785,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/ZhaoA03M.mid,../../asap-dataset/Chopin/Etudes_op_10/4/ZhaoA03M_annotations.txt,PM2S_workspace\S_785.pkl,{ASAP}/Chopin/Etudes_op_10/4/ZhaoA03M.mid
S_786,183,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/4/Zuber02.mid,../../asap-dataset/Chopin/Etudes_op_10/4/Zuber02_annotations.txt,PM2S_workspace\S_786.pkl,{ASAP}/Chopin/Etudes_op_10/4/Zuber02.mid
S_787,184,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/5/Bach02.mid,../../asap-dataset/Chopin/Etudes_op_10/5/Bach02_annotations.txt,PM2S_workspace\S_787.pkl,{ASAP}/Chopin/Etudes_op_10/5/Bach02.mid
S_788,184,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/5/Feiner_2006_02.mid,../../asap-dataset/Chopin/Etudes_op_10/5/Feiner_2006_02_annotations.txt,PM2S_workspace\S_788.pkl,{ASAP}/Chopin/Etudes_op_10/5/Feiner_2006_02.mid
S_789,184,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/5/KimEunhae04.mid,../../asap-dataset/Chopin/Etudes_op_10/5/KimEunhae04_annotations.txt,PM2S_workspace\S_789.pkl,{ASAP}/Chopin/Etudes_op_10/5/KimEunhae04.mid
S_790,184,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/5/Koshoeva02.mid,../../asap-dataset/Chopin/Etudes_op_10/5/Koshoeva02_annotations.txt,PM2S_workspace\S_790.pkl,{ASAP}/Chopin/Etudes_op_10/5/Koshoeva02.mid
S_791,184,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/5/LIAO03.mid,../../asap-dataset/Chopin/Etudes_op_10/5/LIAO03_annotations.txt,PM2S_workspace\S_791.pkl,{ASAP}/Chopin/Etudes_op_10/5/LIAO03.mid
S_792,184,ASAP,train,../../asap-dataset/Chopin/Etudes_op_10/5/LiA03M.mid,../../asap-dataset/Chopin/Etudes_op_10/5/LiA03M_annotations.txt,PM2S_workspace\S_792.pkl,{ASAP}/Chopin/Etudes_op_10/5/LiA03M.mid
